Ticket,Open Time,Type,Volume,Item,Inicio,SL,TP,Close Time,Fin,Commission,Taxes,Swap,Profit
24129339,2019.05.22 02:42:32,buy,0.03,nzdusd,0.65107,0.64802,0,2019.05.22 16:22:30,0.64986,0,0,0,-3.63
24129363,2019.05.22 02:44:03,sell,0.03,audnzd,1.05753,1.06206,1.05006,2019.05.22 16:22:34,1.05928,0,0,0,-3.41
24147532,2019.05.22 16:26:25,buy,0.02,eurjpy,123.265,0,0,2019.05.23 14:18:33,122.586,0,0,-0.17,-12.34
24156772,2019.05.22 22:03:27,buy,0.02,audjpy,75.948,0,0,2019.05.23 14:18:40,75.64,0,0,0.09,-5.6
24076364,2019.05.20 13:38:07,sell,0.02,usdchf,1.00923,0,0,2019.05.23 20:13:20,1.00355,0,0,-0.49,11.32
24192579,2019.05.23 20:47:17,buy,0.02,gbpaud,1.83819,0,0,2019.05.24 15:40:59,1.83175,0,0,-0.19,-8.9
24109280,2019.05.21 15:36:09,sell,0.02,euraud,1.62169,0,0,2019.05.27 15:22:06,1.61692,0,0,0.23,6.61
24192584,2019.05.23 20:47:34,buy,0.02,gbpcad,1.70799,0,0,2019.05.27 15:29:27,1.706,0,0,-0.26,-2.96
24195512,2019.05.23 23:37:57,sell,0.02,xauusd,1283.32,0,0,2019.05.28 20:18:32,1278.13,0,0,0.27,10.38
24250365,2019.05.27 15:28:23,buy,0.02,nzdchf,0.65834,0,0,2019.05.28 20:26:16,0.65965,0,0,0.02,2.6
24091469,2019.05.21 05:54:51,sell,0.02,euraud,1.61486,0,0,2019.05.28 20:26:23,1.61274,0,0,0.27,2.94
24289572,2019.05.28 20:19:49,buy,0.02,xauusd,1278.45,0,0,2019.05.29 14:35:38,1284.13,0,0,-0.27,11.36
24250476,2019.05.27 15:32:58,sell,0.02,chfjpy,108.886,0,0,2019.05.29 17:01:15,108.519,0,0,0.01,6.72
24291894,2019.05.28 22:41:36,sell,0.02,gbpusd,1.2654,0,0,2019.05.29 19:59:01,1.26188,0,0,0.01,7.04
24315402,2019.05.29 15:39:22,sell,0.02,xauusd,1284.85,0,0,2019.05.30 05:13:32,1278.45,0,0,0.26,12.8
24250444,2019.05.27 15:31:21,sell,0.02,usdjpy,109.465,0,0,2019.05.31 12:40:27,108.744,0,0,-0.31,13.26
24320445,2019.05.29 17:13:09,sell,0.02,usdcad,1.35118,0,0,2019.05.31 14:33:36,1.35572,0,0,0.02,-6.7
24315457,2019.05.29 15:41:15,sell,0.02,eurnzd,1.70956,0,0,2019.05.31 14:33:44,1.71488,0,0,0.25,-6.92
24350371,2019.05.30 15:43:18,buy,0.1,eurusd,1.11428,1.1085,0,2019.05.31 15:29:59,1.11507,0,0,-0.46,7.9
24389210,2019.05.31 15:35:03,buy,0.1,eurusd,1.115,1.112,0,2019.05.31 15:47:52,1.1157,0,0,0,7
24377114,2019.05.31 09:08:34,sell,0.02,eurcad,1.50783,0,0,2019.05.31 17:52:40,1.50981,0,0,0,-2.92
24279223,2019.05.28 15:25:20,sell,0.02,usdchf,1.00576,0,0,2019.05.31 18:55:06,1.00319,0,0,-1.04,5.12
24417287,2019.06.03 10:58:02,sell,0.03,usdcad,1.35131,1.35606,0,2019.06.03 20:16:49,1.3463,0,0,0,11.16
24446271,2019.06.04 05:14:16,sell,0.03,audusd,0.69631,0.69748,0.67984,2019.06.04 06:15:00,0.69748,0,0,0,-3.51
24498954,2019.06.05 15:27:19,sell,0.02,eurnzd,1.69552,0,0,2019.06.05 15:53:53,1.69761,0,0,0,-2.78
24500925,2019.06.05 16:03:28,sell,0.03,eurusd,1.1289,1.13112,0,2019.06.05 17:55:41,1.12609,0,0,0,8.43
24483334,2019.06.05 06:56:06,buy,0.03,usdcad,1.33806,1.33292,0,2019.06.05 17:55:46,1.34013,0,0,0,4.63
24500892,2019.06.05 16:02:07,buy,0.03,usdjpy,107.985,107.697,0,2019.06.05 17:55:53,108.014,0,0,0,0.81
24558495,2019.06.07 05:22:49,buy,0.03,audjpy,75.707,74.807,0,2019.06.07 15:36:05,75.495,0,0,0,-5.89
